35.820,15.270,
35.820,15.370,
35.820,15.470,
35.820,15.570,
35.820,15.670,
35.820,15.770,
35.820,15.870,
35.820,15.970,
35.820,16.070,
35.820,16.170,
35.820,16.270,
35.820,16.370,
35.820,16.470,
35.820,16.570,
35.820,16.670,
35.820,16.770,
35.820,16.870,
35.820,16.970,
35.820,17.070,
35.820,17.170,
35.820,17.270,
35.820,17.370,
35.820,17.470,
35.820,17.570,
35.820,17.670,
35.820,17.770,
35.820,17.870,
35.820,17.970,
35.820,18.070,
35.820,18.170,
35.820,18.270,
35.820,18.370,
35.820,18.470,
35.820,18.570,
35.820,18.670,
35.820,18.770,
35.820,18.870,
35.820,18.970,
35.820,19.070,
35.820,19.170,
35.820,19.270,
35.820,19.370,
35.820,19.470,
35.820,19.570,
35.820,19.670,
35.820,19.770,
35.820,19.870,
35.920,15.270,
35.920,15.370,
35.920,15.470,
35.920,15.570,
35.920,15.670,
35.920,15.770,
35.920,15.870,
35.920,15.970,
35.920,16.070,
35.920,16.170,-3742.00000
35.920,16.270,-3729.00000
35.920,16.370,-3696.00000
35.920,16.470,-3665.00000
35.920,16.570,-3618.00000
35.920,16.670,-3654.00000
35.920,16.770,-3656.00000
35.920,16.870,-3711.00000
35.920,16.970,-3699.00000
35.920,17.070,-3714.00000
35.920,17.170,-3806.00000
35.920,17.270,-3791.00000
35.920,17.370,-3821.00000
35.920,17.470,-3846.00000
35.920,17.570,-3907.00000
35.920,17.670,-4039.00000
35.920,17.770,-4059.00000
35.920,17.870,-4071.00000
35.920,17.970,-4081.00000
35.920,18.070,-4049.00000
35.920,18.170,-4104.00000
35.920,18.270,-4089.00000
35.920,18.370,-4104.00000
35.920,18.470,-4103.00000
35.920,18.570,-4094.00000
35.920,18.670,-3921.00000
35.920,18.770,-3796.00000
35.920,18.870,-3727.00000
35.920,18.970,-3622.00000
35.920,19.070,-3577.00000
35.920,19.170,-3431.00000
35.920,19.270,-3332.00000
35.920,19.370,-3180.00000
35.920,19.470,-3198.00000
35.920,19.570,-3206.00000
35.920,19.670,-3135.00000
35.920,19.770,-3153.00000
35.920,19.870,-3107.00000
36.020,15.270,
36.020,15.370,
36.020,15.470,
36.020,15.570,
36.020,15.670,
36.020,15.770,
36.020,15.870,
36.020,15.970,
36.020,16.070,
36.020,16.170,-3674.00000
36.020,16.270,-3579.00000
36.020,16.370,-3558.00000
36.020,16.470,-3555.00000
36.020,16.570,-3501.00000
36.020,16.670,-3516.00000
36.020,16.770,-3490.00000
36.020,16.870,-3577.00000
36.020,16.970,-3584.00000
