15.27,35.82,160,0.06
15.27,35.92,160,0.07
15.27,36.02,160,0.07
15.27,36.12,160,0.06
15.27,36.22,165,0.05
15.27,36.32,165,0.05
15.27,36.42,,
15.27,36.52,,
15.27,36.62,,
15.27,36.72,,
15.27,36.82,,
15.27,36.92,,
15.27,37.02,,
15.27,37.12,,
15.27,37.22,,
15.27,37.32,,
15.27,37.42,,
15.27,37.52,,
15.27,37.62,,
15.27,37.72,,
15.27,37.82,,
15.27,37.92,,
15.27,38.02,,
15.27,38.12,,
15.27,38.22,,
15.27,38.32,,
15.27,38.42,,
15.27,38.52,,
15.27,38.62,,
15.27,38.72,125,0.02
15.27,38.82,40,0.01
15.27,38.92,5,0.03
15.27,39.02,355,0.05
15.27,39.12,360,0.05
15.27,39.22,360,0.05
15.27,39.32,360,0.06
15.27,39.42,360,0.05
15.27,39.52,360,0.05
15.27,39.62,360,0.05
15.27,39.72,355,0.04
15.27,39.82,,
15.27,39.92,,
15.27,40.02,,
15.27,40.12,,
15.27,40.22,,
15.27,40.32,,
15.27,40.42,,
15.27,40.52,,
15.37,35.82,160,0.05
15.37,35.92,155,0.05
15.37,36.02,150,0.05
15.37,36.12,,
15.37,36.22,165,0.03
15.37,36.32,180,0.02
15.37,36.42,,
15.37,36.52,,
15.37,36.62,,
15.37,36.72,,
15.37,36.82,,
15.37,36.92,,
15.37,37.02,,
15.37,37.12,,
15.37,37.22,,
15.37,37.32,,
15.37,37.42,,
15.37,37.52,,
15.37,37.62,,
15.37,37.72,,
15.37,37.82,,
15.37,37.92,,
15.37,38.02,,
15.37,38.12,,
15.37,38.22,,
15.37,38.32,,
15.37,38.42,,
15.37,38.52,,
15.37,38.62,,
15.37,38.72,160,0.02
15.37,38.82,355,0.01
15.37,38.92,345,0.03
15.37,39.02,345,0.05
15.37,39.12,350,0.05
15.37,39.22,355,0.05
15.37,39.32,360,0.05
15.37,39.42,0,0.05
15.37,39.52,0,0.05
15.37,39.62,0,0.05
15.37,39.72,,
15.37,39.82,,
15.37,39.92,,
15.37,40.02,,
15.37,40.12,,
15.37,40.22,,
15.37,40.32,,
15.37,40.42,,
15.37,40.52,,
15.47,35.82,155,0.02
15.47,35.92,145,0.03
15.47,36.02,135,0.03
15.47,36.12,145,0.02
15.47,36.22,165,0.01
15.47,36.32,255,0.01
15.47,36.42,75,0.0
15.47,36.52,,
15.47,36.62,,
15.47,36.72,,
15.47,36.82,,
15.47,36.92,,
15.47,37.02,,
15.47,37.12,,
15.47,37.22,,
15.47,37.32,,
15.47,37.42,,
15.47,37.52,,
15.47,37.62,,
15.47,37.72,,
15.47,37.82,,
15.47,37.92,,
15.47,38.02,,
15.47,38.12,,
15.47,38.22,,
15.47,38.32,,
15.47,38.42,,
15.47,38.52,,
15.47,38.62,,
15.47,38.72,,
15.47,38.82,,
15.47,38.92,325,0.02
15.47,39.02,335,0.03
15.47,39.12,345,0.03
15.47,39.22,350,0.04
15.47,39.32,360,0.04
15.47,39.42,0,0.04
15.47,39.52,0,0.03
15.47,39.62,,
15.47,39.72,,
15.47,39.82,,
15.47,39.92,,
15.47,40.02,,
15.47,40.12,,
15.47,40.22,,
15.47,40.32,,
15.47,40.42,,
15.47,40.52,,
15.57,35.82,70,0.01
15.57,35.92,75,0.01
15.57,36.02,70,0.01
15.57,36.12,30,0.01
15.57,36.22,345,0.01
15.57,36.32,325,0.02
15.57,36.42,355,0.02
15.57,36.52,30,0.03
15.57,36.62,,
15.57,36.72,,
15.57,36.82,,
15.57,36.92,,
15.57,37.02,,
15.57,37.12,,
15.57,37.22,,
15.57,37.32,,
15.57,37.42,,
15.57,37.52,,
15.57,37.62,,
15.57,37.72,,
15.57,37.82,,
15.57,37.92,,
15.57,38.02,,
15.57,38.12,,
15.57,38.22,,
15.57,38.32,,
15.57,38.42,,
15.57,38.52,,
15.57,38.62,,
15.57,38.72,,
15.57,38.82,,
15.57,38.92,260,0.01
15.57,39.02,315,0.02
15.57,39.12,330,0.02
15.57,39.22,345,0.02
15.57,39.32,360,0.02
15.57,39.42,0,0.02
15.57,39.52,,
15.57,39.62,,
15.57,39.72,,
15.57,39.82,,
15.57,39.92,,
15.57,40.02,,
15.57,40.12,,
15.57,40.22,,
15.57,40.32,,
15.57,40.42,,
15.57,40.52,,
15.67,35.82,360,0.03
15.67,35.92,10,0.03
15.67,36.02,15,0.03
15.67,36.12,360,0.03
15.67,36.22,345,0.04
15.67,36.32,335,0.04
15.67,36.42,350,0.04
15.67,36.52,10,0.05
15.67,36.62,25,0.05
15.67,36.72,30,0.05
15.67,36.82,25,0.04
15.67,36.92,15,0.03
15.67,37.02,350,0.02
15.67,37.12,315,0.02
15.67,37.22,295,0.04
15.67,37.32,285,0.05
15.67,37.42,255,0.05
15.67,37.52,230,0.06
15.67,37.62,215,0.08
15.67,37.72,,
15.67,37.82,,
15.67,37.92,,
15.67,38.02,,
15.67,38.12,,
15.67,38.22,,
15.67,38.32,,
15.67,38.42,,
15.67,38.52,,
15.67,38.62,,
15.67,38.72,,
15.67,38.82,,
15.67,38.92,,
15.67,39.02,,
15.67,39.12,,
15.67,39.22,,
15.67,39.32,,
15.67,39.42,,
15.67,39.52,,
15.67,39.62,,
15.67,39.72,,
15.67,39.82,,
15.67,39.92,,
15.67,40.02,,
15.67,40.12,,
15.67,40.22,,
15.67,40.32,,
15.67,40.42,,
15.67,40.52,,
15.77,35.82,355,0.05
15.77,35.92,5,0.06
15.77,36.02,15,0.06
15.77,36.12,5,0.06
15.77,36.22,350,0.06
15.77,36.32,340,0.06
15.77,36.42,350,0.05
15.77,36.52,5,0.05
15.77,36.62,20,0.05
15.77,36.72,25,0.05
15.77,36.82,15,0.04
15.77,36.92,5,0.04
15.77,37.02,350,0.03
15.77,37.12,335,0.03
15.77,37.22,325,0.04
15.77,37.32,315,0.04
15.77,37.42,280,0.03
15.77,37.52,230,0.04
15.77,37.62,210,0.06
15.77,37.72,,
15.77,37.82,,
15.77,37.92,,
15.77,38.02,,
15.77,38.12,,
15.77,38.22,,
15.77,38.32,,
15.77,38.42,,
15.77,38.52,,
15.77,38.62,,
15.77,38.72,,
15.77,38.82,,
15.77,38.92,,
15.77,39.02,,
15.77,39.12,,
15.77,39.22,,
15.77,39.32,,
15.77,39.42,,
15.77,39.52,,
15.77,39.62,,
15.77,39.72,,
15.77,39.82,,
15.77,39.92,,
15.77,40.02,,
15.77,40.12,,
15.77,40.22,,
15.77,40.32,,
15.77,40.42,,
15.77,40.52,,
15.87,35.82,350,0.08
15.87,35.92,5,0.08
15.87,36.02,15,0.09
15.87,36.12,5,0.08
15.87,36.22,355,0.08
15.87,36.32,345,0.07
15.87,36.42,350,0.06
15.87,36.52,0,0.06
15.87,36.62,15,0.05
15.87,36.72,20,0.05
15.87,36.82,10,0.04
15.87,36.92,360,0.04
15.87,37.02,350,0.05
15.87,37.12,350,0.05
15.87,37.22,345,0.05
15.87,37.32,345,0.05
15.87,37.42,335,0.03
15.87,37.52,240,0.01
15.87,37.62,185,0.03
15.87,37.72,,
15.87,37.82,,
15.87,37.92,,
15.87,38.02,,
15.87,38.12,,
15.87,38.22,,
15.87,38.32,,
15.87,38.42,,
15.87,38.52,,
15.87,38.62,,
15.87,38.72,,
15.87,38.82,,
15.87,38.92,,
15.87,39.02,,
15.87,39.12,,
15.87,39.22,,
15.87,39.32,,
15.87,39.42,,
15.87,39.52,,
15.87,39.62,,
15.87,39.72,,
15.87,39.82,,
15.87,39.92,,
15.87,40.02,,
15.87,40.12,,
15.87,40.22,,
15.87,40.32,,
15.87,40.42,,
15.87,40.52,,
15.97,35.82,350,0.1
15.97,35.92,5,0.11
15.97,36.02,15,0.11
15.97,36.12,5,0.1
15.97,36.22,360,0.09
15.97,36.32,350,0.09
15.97,36.42,350,0.07
15.97,36.52,360,0.06
15.97,36.62,10,0.05
15.97,36.72,10,0.04
15.97,36.82,5,0.05
15.97,36.92,355,0.05
15.97,37.02,350,0.06
15.97,37.12,355,0.06
15.97,37.22,360,0.06
15.97,37.32,5,0.06
15.97,37.42,15,0.04
15.97,37.52,45,0.02
15.97,37.62,120,0.02
15.97,37.72,,
15.97,37.82,,
15.97,37.92,,
15.97,38.02,,
15.97,38.12,,
15.97,38.22,,
15.97,38.32,,
15.97,38.42,,
15.97,38.52,,
15.97,38.62,,
15.97,38.72,,
15.97,38.82,,
15.97,38.92,,
15.97,39.02,,
15.97,39.12,,
15.97,39.22,,
15.97,39.32,,
15.97,39.42,,
15.97,39.52,,
15.97,39.62,,
15.97,39.72,,
15.97,39.82,,
15.97,39.92,,
15.97,40.02,,
15.97,40.12,,
15.97,40.22,,
15.97,40.32,,
15.97,40.42,,
15.97,40.52,,
16.07,35.82,350,0.12
16.07,35.92,0,0.12
16.07,36.02,10,0.13
16.07,36.12,10,0.13
16.07,36.22,5,0.12
16.07,36.32,360,0.12
16.07,36.42,0,0.09
16.07,36.52,10,0.07
16.07,36.62,20,0.05
16.07,36.72,25,0.04
16.07,36.82,5,0.04
16.07,36.92,350,0.05
