18.0699999996219,37.9200000000016,-200,0,0,0
18.070001564725,37.9200010078975,-200.007074176334,0,0,0
18.0700030570808,37.9200020450348,-200.014148352667,0,0,0
18.0700044831832,37.920003110084,-200.021222529001,0,0,0
18.070005848757,37.9200042018113,-200.028296705334,0,0,0
18.0700092761315,37.9200072780707,-200.047422275176,0,0,0
18.0700123730688,37.9200105212974,-200.066547845018,0,0,0
18.07001519767,37.9200139144522,-200.08567341486,0,0,0
18.0700177968764,37.9200174425493,-200.104798984702,0,0,0
18.070020847089,37.9200221317092,-200.129263909788,0,0,0
18.0700236350427,37.9200269974151,-200.153728834874,0,0,0
18.0700262024194,37.920032019496,-200.178193759959,0,0,0
18.0700285833508,37.9200371799426,-200.202658685045,0,0,0
18.0700317197159,37.9200447806089,-200.237698101736,0,0,0
18.0700345821992,37.9200525951164,-200.272737518426,0,0,0
18.0700372151387,37.9200605914166,-200.307776935117,0,0,0
18.0700396547429,37.9200687408633,-200.342816351808,0,0,0
18.0700428005713,37.920080375753,-200.39193343562,0,0,0
18.0700456746236,37.9200922152974,-200.441050519432,0,0,0
18.0700483206905,37.9201042201556,-200.490167603245,0,0,0
18.0700507745379,37.9201163537119,-200.539284687057,0,0,0
18.0700531030548,37.9201288073683,-200.589284687057,0,0,0
18.0700552819371,37.9201413459683,-200.639284687057,0,0,0
18.0700573296874,37.9201539530732,-200.689284687057,0,0,0
18.0700592619605,37.9201666133008,-200.739284687057,0,0,0
18.0700610915829,37.9201793143842,-200.789284687057,0,0,0
18.0700628290538,37.9201920492382,-200.839284687057,0,0,0
18.0700644835111,37.9202048113578,-200.889284687057,0,0,0
18.0700660629072,37.9202175946561,-200.939284687057,0,0,0
18.0700675740467,37.9202303942751,-200.989284687057,0,0,0
18.0700690227588,37.9202432074027,-201.039284687057,0,0,0
18.0700704142101,37.9202560314584,-201.089284687057,0,0,0
18.0700717529915,37.9202688640272,-201.139284687057,0,0,0
18.0700730431405,37.9202817031804,-201.189284687057,0,0,0
18.0700742882122,37.9202945477988,-201.239284687057,0,0,0
18.0700754914078,37.920307396855,-201.289284687057,0,0,0
18.0700766556163,37.9203202493877,-201.339284687057,0,0,0
18.0700777834274,37.9203331046286,-201.389284687057,0,0,0
18.0700788771646,37.9203459621295,-201.439284687057,0,0,0
18.0700799389465,37.920358821479,-201.489284687057,0,0,0
18.0700809707083,37.9203716822923,-201.539284687057,0,0,0
18.0700819742093,37.920384544261,-201.589284687057,0,0,0
18.0700829510498,37.920397407204,-201.639284687057,0,0,0
18.0700839027036,37.9204102709545,-201.689284687057,0,0,0
18.07008483053,37.920423135357,-201.739284687057,0,0,0
18.0700857357779,37.920436000286,-201.789284687057,0,0,0
18.0700866195959,37.9204488656669,-201.839284687057,0,0,0
18.07008748305,37.9204617314307,-201.889284687057,0,0,0
18.0700883271313,37.9204745975132,-201.939284687057,0,0,0
18.0700885796826,37.9204785034088,-201.954463515293,0,0,0
18.0700888305579,37.9204824093282,-201.969642343528,0,0,0
18.0700890797811,37.9204863152705,-201.984821171764,0,0,0
18.0700893273759,37.9204902212345,-202,0,0,0
18.0700765634792,37.9204382481919,-201.729496904901,0,0,0
18.070077367841,37.9204511148195,-201.779496904901,0,0,0
18.0700781555596,37.9204639816446,-201.829496904901,0,0,0
18.0700789273675,37.9204768486441,-201.879496904901,0,0,0
18.0700796839508,37.9204897157964,-201.929496904901,0,0,0
18.0700804259512,37.9205025830838,-201.979496904901,0,0,0
18.070081153969,37.9205154504946,-202.029496904901,0,0,0
18.0700818685691,37.9205283180181,-202.079496904901,0,0,0
